,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9,fold_10,mean_importance
Car_dummy,1.783901572227478,1.8089395761489868,1.6603186130523682,1.8717015981674194,1.7906744480133057,1.7062515020370483,1.6575911045074463,1.8197015523910522,1.8292427062988281,1.7528157234191895,1.7681138396263123
Dist_HealthCenter,1.8059545755386353,1.7795076370239258,1.76521635055542,1.789323329925537,1.7495455741882324,1.7998021841049194,1.8068006038665771,1.7361706495285034,1.7363752126693726,1.7798792123794556,1.7748575329780578
HouseHead_AgriExpYear,1.7603758573532104,1.7725435495376587,1.7837823629379272,1.7850104570388794,1.7738127708435059,1.7956146001815796,1.7987258434295654,1.771871566772461,1.7803993225097656,1.7767605781555176,1.7798896908760071
ResidenceOwn_dummy,1.8136262893676758,1.8209197521209717,1.794693112373352,1.8493146896362305,1.890407919883728,1.7801433801651,1.9306540489196777,1.6645387411117554,1.7983239889144897,1.6363921165466309,1.7979014039039611
Dist_SecondarySchool,1.8090511560440063,1.7801016569137573,1.8153654336929321,1.814534068107605,1.8141013383865356,1.8098558187484741,1.804107427597046,1.7693827152252197,1.79585599899292,1.8202975988388062,1.8032653212547303
Dist_Market,1.8243426084518433,1.8235059976577759,1.7682808637619019,1.823225498199463,1.8387665748596191,1.8512883186340332,1.765234351158142,1.7714899778366089,1.78376305103302,1.7980369329452515,1.8047934174537659
ResidInfraOthers_dummy,2.0607478618621826,1.950994849205017,1.6612545251846313,1.5308915376663208,1.7850821018218994,1.7447683811187744,1.5599570274353027,2.026512384414673,2.1795976161956787,1.9720611572265625,1.8471867442131042
Refrige_dummy,1.8410861492156982,1.7638705968856812,1.790131688117981,2.026592493057251,1.8510371446609497,1.766066312789917,2.0810136795043945,1.8627150058746338,1.751969814300537,1.7637031078338623,1.8498185992240905
Have_AgriLand,1.8592694997787476,1.7727307081222534,1.8649462461471558,1.9100884199142456,1.9561796188354492,1.8338261842727661,1.7402819395065308,1.8787930011749268,1.9660673141479492,1.8812190294265747,1.86634019613266
IncomeResAgri_dummy,1.8709911108016968,1.909072995185852,1.9360393285751343,1.8530752658843994,1.934519648551941,1.9518760442733765,1.8432998657226562,1.9725204706192017,1.8438915014266968,1.873015284538269,1.8988301515579225
Dist_Road,1.9142682552337646,1.9222697019577026,1.9232783317565918,1.9556927680969238,1.9341890811920166,1.9660569429397583,1.9107753038406372,1.9278284311294556,1.906078577041626,1.9314205646514893,1.9291857957839966
Dist_AgriSupport,1.9469386339187622,1.8865623474121094,1.9257363080978394,1.9815839529037476,1.9320423603057861,1.9582611322402954,1.9172680377960205,1.9198042154312134,1.912663459777832,1.9516632556915283,1.9332523703575135
ClimateChanged_Dummy,2.000551223754883,2.0286309719085693,1.962437391281128,2.017465114593506,2.0003881454467773,2.0063958168029785,2.012664794921875,2.027459144592285,1.96820867061615,1.9471850395202637,1.9971386313438415
AgriSupport,2.035001039505005,2.015554428100586,1.9259564876556396,2.0807714462280273,1.991650938987732,2.114607334136963,1.9746854305267334,2.092252731323242,2.059735059738159,1.9604021310806274,2.0250617027282716
EcoBelt_Hill,2.042360544204712,1.9200215339660645,2.0297253131866455,2.123054027557373,2.034005641937256,2.1561059951782227,2.039374828338623,2.068025588989258,1.9933674335479736,2.0240397453308105,2.043008065223694
FramMechan,2.0466489791870117,2.123533010482788,2.05092453956604,2.0914371013641357,2.1664927005767822,2.1432394981384277,2.000993251800537,2.183786153793335,2.0456628799438477,2.0375444889068604,2.0890262603759764
HeardClimate_Dummy,2.0886318683624268,2.067206859588623,1.9942002296447754,2.2914252281188965,2.298410415649414,2.109706163406372,2.1374058723449707,2.1653785705566406,2.163180112838745,2.043405771255493,2.135895109176636
IncomeResOthers_dummy,2.069051742553711,2.45487380027771,2.7247262001037598,2.3566360473632812,2.503819227218628,2.1377413272857666,2.083754777908325,2.249234437942505,2.0092883110046387,2.1320641040802,2.2721189975738527
EcoBelt_Terai,2.317532777786255,2.187487840652466,2.3469276428222656,2.2823355197906494,2.3653335571289062,2.38754940032959,2.348978042602539,2.2526042461395264,2.2182374000549316,2.175431728363037,2.288241815567017
Year,2.500140905380249,2.394582748413086,2.2441108226776123,2.353823661804199,2.3537423610687256,2.385053873062134,2.391585350036621,2.266383409500122,2.323235511779785,2.4126174449920654,2.36252760887146
Prov_Madhesh,2.4289774894714355,2.3215038776397705,2.4660987854003906,2.427307605743408,2.4616756439208984,2.4094834327697754,2.3959944248199463,2.409336566925049,2.48516845703125,2.517808675765991,2.4323354959487915
OtherVehi_dummy,2.7189292907714844,2.606206178665161,2.7271134853363037,2.4768247604370117,2.513728380203247,2.677396535873413,2.6627931594848633,2.3447189331054688,2.3321762084960938,2.526642084121704,2.558652901649475
Prov_Bagmati,2.6180875301361084,2.4334328174591064,2.4647505283355713,2.5660951137542725,2.552283525466919,2.6893913745880127,2.49261736869812,2.5536158084869385,2.5772249698638916,2.6794180870056152,2.5626917123794555
Prov_Gandaki,2.6962051391601562,2.5139005184173584,2.5627195835113525,2.5392091274261475,2.5941600799560547,2.673738479614258,2.395127296447754,2.657254695892334,2.528395652770996,2.494398593902588,2.5655109167098997
Prov_Sudurpaschim,2.6257996559143066,2.597334861755371,2.5554869174957275,2.601767063140869,2.5651490688323975,2.6807126998901367,2.658202886581421,2.581117868423462,2.5023958683013916,2.543872594833374,2.5911839485168455
Prov_Koshi,2.6620962619781494,2.6739518642425537,2.697406530380249,2.5714685916900635,2.6469438076019287,2.6768932342529297,2.664180278778076,2.621299982070923,2.5203521251678467,2.7300541400909424,2.6464646816253663
EcoBelt_Mountain,3.019204616546631,2.8839457035064697,2.824911594390869,2.8676042556762695,2.7405006885528564,2.7870426177978516,2.9022908210754395,2.755556583404541,2.6999754905700684,2.984011650085449,2.8465044021606447
DisasterFoodShortageInd,2.8876006603240967,2.800588369369507,2.9393324851989746,2.8558008670806885,3.101214647293091,3.050935745239258,2.757514476776123,3.02339506149292,2.8630294799804688,2.948633909225464,2.922804570198059
DisasterExpInd,3.1706790924072266,3.163846492767334,3.227431058883667,3.297377586364746,3.233063220977783,3.288658380508423,3.2105584144592285,3.259368896484375,3.1369681358337402,3.2239089012145996,3.2211860179901124
Prov_Lumbini,3.9623615741729736,3.8052070140838623,3.935661792755127,4.146300315856934,4.157042503356934,4.080870628356934,4.120311260223389,3.798492193222046,4.1428327560424805,4.130856990814209,4.027993702888489
Prov_Karnali,4.313944339752197,3.63767147064209,3.590648651123047,3.9702036380767822,4.166170597076416,4.575417518615723,4.413127422332764,4.259851932525635,3.9920055866241455,4.36395788192749,4.128299903869629
DisasterDieInd,5.136600971221924,5.185848236083984,5.541902542114258,5.181459426879883,5.8011794090271,5.652889251708984,5.37396240234375,3.957563638687134,4.693260192871094,4.84012508392334,5.136479115486145
