,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9,fold_10,mean_importance
Dist_AgriSupport,1.364274024963379,1.3567684888839722,1.4006385803222656,1.341554880142212,1.3047049045562744,1.3676761388778687,1.3438917398452759,1.2792367935180664,1.3278307914733887,1.3578813076019287,1.3444457650184631
ResidenceOthers_dummy,2.6922855377197266,1.0771623849868774,1.0281528234481812,0.16004717350006104,1.2815585136413574,0.0,1.9750416278839111,1.821380853652954,0.8569719195365906,2.6736552715301514,1.356625610589981
Dist_SecondarySchool,1.4454758167266846,1.357743740081787,1.3896771669387817,1.3521496057510376,1.3185514211654663,1.422481656074524,1.3828179836273193,1.385412573814392,1.3473085165023804,1.313443660736084,1.3715062141418457
IncomeResOthers_dummy,1.384655475616455,1.3325326442718506,1.5281462669372559,1.4991222620010376,1.4698024988174438,1.3866628408432007,1.1321014165878296,1.4122101068496704,1.269774079322815,1.3785768747329712,1.379358446598053
Radio_dummy,1.3515446186065674,1.451635718345642,1.4117695093154907,1.401033878326416,1.3732144832611084,1.4372968673706055,1.3783979415893555,1.2057183980941772,1.3960907459259033,1.4186452627182007,1.3825347423553467
DisasterFoodShortageInd,1.3847061395645142,1.3358477354049683,1.4356415271759033,1.4576319456100464,1.3581315279006958,1.3650591373443604,1.383922815322876,1.3931183815002441,1.4372460842132568,1.3467011451721191,1.3898006439208985
OrgMembership,1.5823613405227661,1.408563494682312,1.346307396888733,1.4980926513671875,1.3015072345733643,1.3904443979263306,1.4046906232833862,1.382398009300232,1.4707748889923096,1.3366093635559082,1.412174940109253
Have_AgriLand,1.4861831665039062,1.4191960096359253,1.5861910581588745,1.4467699527740479,1.3275452852249146,1.4197419881820679,1.4191001653671265,1.4454257488250732,1.4603005647659302,1.3305785655975342,1.43410325050354
Phone_dummy,1.607172966003418,1.3381129503250122,1.7188920974731445,1.510664939880371,1.3232179880142212,1.6290096044540405,1.2714000940322876,1.0756783485412598,1.5040316581726074,1.495863437652588,1.447404408454895
Mobile_dummy,1.2376362085342407,1.6497005224227905,1.469875693321228,1.5346825122833252,1.3652582168579102,1.6960968971252441,1.3317787647247314,1.2912771701812744,1.595130205154419,1.5479522943496704,1.4719388484954834
Refrige_dummy,1.5152076482772827,1.5566935539245605,1.909921407699585,1.8194836378097534,1.3860199451446533,1.3474841117858887,1.6332961320877075,1.404554009437561,1.2833888530731201,1.5516413450241089,1.540769064426422
Dist_Road,1.7338950634002686,1.8276861906051636,1.929029941558838,1.8725343942642212,2.037369966506958,1.884091854095459,1.9616810083389282,2.1356070041656494,1.8374429941177368,1.8319447040557861,1.9051283121109008
EcoBelt_Terai,2.084707260131836,2.2184159755706787,1.7024763822555542,1.8858925104141235,1.7429591417312622,1.8186421394348145,1.9205560684204102,1.6312938928604126,2.1665120124816895,1.9662872552871704,1.9137742638587951
DisasterExpInd,2.0483949184417725,2.042909622192383,1.9978169202804565,1.9556901454925537,1.8786143064498901,1.997512698173523,1.9036917686462402,1.9067660570144653,1.992614507675171,1.9817335605621338,1.9705744504928588
DisasterMoneyLoss,2.26627779006958,2.0986239910125732,2.2785487174987793,2.25288462638855,2.2262845039367676,2.214958906173706,2.1733663082122803,2.337423324584961,2.3013854026794434,2.1782963275909424,2.2328049898147584
Prov_Madhesh,2.794332265853882,2.697387218475342,2.1748785972595215,2.185792922973633,2.412075996398926,2.5762240886688232,2.4659719467163086,2.3506646156311035,2.5047967433929443,2.446765661239624,2.4608890056610107
ResidInfraPerman_dummy,2.707461357116699,2.4391329288482666,2.5691096782684326,2.369431495666504,2.5184104442596436,2.417973279953003,2.564166784286499,2.2688655853271484,2.524043321609497,2.3946480751037598,2.477324295043945
Prov_Lumbini,2.635150194168091,2.5840585231781006,2.5038325786590576,2.577939033508301,2.349548578262329,2.2567102909088135,2.3985824584960938,2.637455940246582,2.6207520961761475,2.7817184925079346,2.534574818611145
Prov_Bagmati,2.9319303035736084,3.2601287364959717,2.8564515113830566,3.1122496128082275,2.797839641571045,2.791543483734131,2.8914570808410645,2.9271039962768555,3.016202449798584,2.9797348976135254,2.956464171409607
EcoBelt_Mountain,3.2964282035827637,2.9645588397979736,2.9987330436706543,3.090177059173584,2.8652076721191406,2.9150285720825195,3.195906639099121,2.7734410762786865,2.9444966316223145,2.9644346237182617,3.000841236114502
OtherVehi_dummy,2.8824527263641357,3.746563673019409,2.8567121028900146,2.7923080921173096,3.612661600112915,3.2980473041534424,2.9823272228240967,2.69040846824646,3.2873330116271973,3.271599769592285,3.1420413970947267
EcoBelt_Hill,3.2094473838806152,3.9206631183624268,3.2231338024139404,3.395045042037964,3.1405320167541504,2.8643441200256348,2.990168809890747,2.996774435043335,3.0151827335357666,2.8523547649383545,3.1607646226882933
Prov_Koshi,4.027877330780029,4.345785140991211,3.895094156265259,3.5168049335479736,3.7640717029571533,3.9978995323181152,3.9852893352508545,4.080224514007568,4.016436576843262,4.3745880126953125,4.000407123565674
Prov_Sudurpaschim,4.129497051239014,3.943629026412964,4.247891902923584,4.413677215576172,3.974350690841675,4.015675067901611,3.7598605155944824,3.7894251346588135,4.230166435241699,4.398995876312256,4.090316891670227
Prov_Gandaki,6.5203375816345215,6.322227954864502,7.021241664886475,7.600741863250732,5.794412136077881,7.754920482635498,6.138066291809082,6.432576656341553,6.776255130767822,6.227993011474609,6.658877277374268
Prov_Karnali,13.470824241638184,12.507129669189453,12.626251220703125,12.286141395568848,11.555763244628906,12.92996597290039,12.651484489440918,11.237133979797363,12.474939346313477,12.577351570129395,12.431698513031005
Year,12.590581893920898,15.041566848754883,13.154812812805176,12.705504417419434,14.828268051147461,13.004630088806152,12.702927589416504,14.220088958740234,13.893275260925293,13.008676528930664,13.51503324508667
